Inventory Level,Price,Discount,day,month,weekday,lag_1,lag_7,rolling_mean_7,rolling_mean_14,Units Sold
259,19.35,0,28,12,2,386.0,146.0,136.71428571428572,122.07142857142857,143
407,17.87,5,29,12,3,143.0,38.0,175.57142857142858,125.42857142857143,310
191,55.23,20,29,12,3,310.0,96.0,187.14285714285714,122.35714285714286,177
172,57.58,15,29,12,3,177.0,18.0,204.14285714285714,125.35714285714286,137
311,50.19,15,29,12,3,137.0,29.0,223.71428571428572,136.28571428571428,166
201,50.08,15,29,12,3,166.0,247.0,191.57142857142858,137.64285714285714,22
200,80.99,15,30,12,4,22.0,386.0,143.14285714285714,140.14285714285714,47
58,48.51,20,30,12,4,47.0,143.0,122.85714285714286,129.78571428571428,1
179,81.66,5,30,12,4,1.0,310.0,80.0,127.78571428571429,10
351,27.24,10,30,12,4,10.0,177.0,66.57142857142857,126.85714285714286,83
311,84.1,5,30,12,4,83.0,137.0,84.85714285714286,144.5,265
82,19.18,15,31,12,5,265.0,166.0,68.14285714285714,145.92857142857142,49
405,68.61,10,31,12,5,49.0,22.0,80.0,135.78571428571428,105
79,49.52,20,31,12,5,105.0,47.0,82.0,112.57142857142857,61
294,32.9,5,31,12,5,61.0,1.0,108.14285714285714,115.5,184
109,33.13,0,31,12,5,184.0,10.0,107.85714285714286,93.92857142857143,8
330,38.5,10,1,1,6,8.0,83.0,138.42857142857142,102.5,297
405,50.07,10,1,1,6,297.0,265.0,123.28571428571429,104.07142857142857,159
192,47.17,10,1,1,6,159.0,49.0,123.0,95.57142857142857,47
408,13.26,15,1,1,6,47.0,105.0,162.57142857142858,121.28571428571429,382
185,62.2,15,1,1,6,382.0,61.0,175.28571428571428,128.64285714285714,150
55,93.69,5,2,1,0,150.0,184.0,154.85714285714286,131.5,41
357,14.84,15,2,1,0,41.0,8.0,194.71428571428572,151.28571428571428,287
106,26.73,5,2,1,0,287.0,297.0,156.71428571428572,147.57142857142858,31
342,69.96,0,2,1,0,31.0,159.0,142.14285714285714,132.71428571428572,57
206,25.57,10,2,1,0,57.0,47.0,152.14285714285714,137.57142857142858,117
304,43.82,15,3,1,1,117.0,382.0,135.42857142857142,149.0,265
241,38.47,15,3,1,1,265.0,150.0,116.85714285714286,146.07142857142858,20
204,97.21,5,3,1,1,20.0,41.0,122.28571428571429,138.57142857142858,79
345,29.42,0,3,1,1,79.0,287.0,114.85714285714286,154.78571428571428,235
158,38.18,0,3,1,1,235.0,31.0,129.28571428571428,143.0,132
404,27.73,20,4,1,2,132.0,57.0,155.42857142857142,148.78571428571428,240
274,89.71,5,4,1,2,240.0,117.0,167.42857142857142,159.78571428571428,201
116,62.37,0,4,1,2,201.0,265.0,131.28571428571428,133.35714285714286,12
59,52.61,20,4,1,2,12.0,20.0,128.57142857142858,122.71428571428571,1
63,12.65,10,4,1,2,1.0,79.0,123.28571428571429,122.78571428571429,42
208,13.04,20,5,1,3,42.0,235.0,107.57142857142857,111.21428571428571,125
206,75.04,5,5,1,3,125.0,132.0,102.0,115.64285714285714,93
322,20.3,0,5,1,3,93.0,240.0,93.0,124.21428571428571,177
271,67.64,15,5,1,3,177.0,201.0,78.42857142857143,122.92857142857143,99
478,44.93,5,5,1,3,99.0,12.0,85.57142857142857,108.42857142857143,62
262,99.89,0,6,1,4,62.0,1.0,112.85714285714286,120.71428571428571,192
435,98.67,15,6,1,4,192.0,42.0,156.14285714285714,139.71428571428572,345
212,56.34,0,6,1,4,345.0,125.0,142.71428571428572,125.14285714285714,31
134,67.57,15,6,1,4,31.0,93.0,145.0,123.5,109
368,40.72,20,6,1,4,109.0,177.0,132.57142857142858,112.78571428571429,90
85,86.26,15,7,1,5,90.0,99.0,123.28571428571429,100.85714285714286,34
278,39.74,15,7,1,5,34.0,62.0,115.57142857142857,100.57142857142857,8
300,65.32,0,7,1,5,8.0,192.0,120.0,116.42857142857143,223
219,18.73,0,7,1,5,223.0,345.0,82.57142857142857,119.35714285714286,83
492,15.62,5,7,1,5,83.0,31.0,106.28571428571429,124.5,197
341,23.72,20,8,1,6,197.0,109.0,123.28571428571429,134.14285714285714,228
400,33.33,5,8,1,6,228.0,90.0,160.71428571428572,146.64285714285714,352
215,57.66,5,8,1,6,352.0,34.0,159.71428571428572,141.5,27
231,87.51,15,8,1,6,27.0,8.0,158.71428571428572,137.14285714285714,1
335,50.71,15,8,1,6,1.0,223.0,128.0,124.0,8
59,53.7,0,9,1,0,8.0,83.0,116.14285714285714,99.35714285714286,0
479,90.23,5,9,1,0,0.0,197.0,104.14285714285714,105.21428571428571,113
160,20.35,20,9,1,0,113.0,228.0,76.28571428571429,99.78571428571429,33
350,43.66,0,9,1,0,33.0,352.0,27.0,93.85714285714286,7
273,11.77,15,9,1,0,7.0,27.0,29.428571428571427,94.57142857142857,44
429,53.99,0,10,1,1,44.0,1.0,68.57142857142857,113.64285714285714,275
69,10.75,10,10,1,1,275.0,8.0,76.71428571428571,102.35714285714286,65
228,42.2,20,10,1,1,65.0,0.0,78.28571428571429,97.21428571428571,11
324,67.83,20,10,1,1,11.0,113.0,93.28571428571429,98.71428571428571,218
335,55.53,0,10,1,1,218.0,33.0,125.42857142857143,100.85714285714286,258
305,19.77,15,11,1,2,258.0,7.0,159.0,93.0,242
179,23.93,15,11,1,2,242.0,44.0,169.71428571428572,99.57142857142857,119
269,32.49,5,11,1,2,119.0,275.0,148.85714285714286,108.71428571428571,129
109,21.35,20,11,1,2,129.0,65.0,151.14285714285714,113.92857142857143,81
443,34.91,5,11,1,2,81.0,11.0,201.0,139.64285714285714,360
139,91.35,20,12,1,3,360.0,218.0,184.0,138.64285714285714,99
415,44.58,15,12,1,3,99.0,258.0,202.28571428571428,163.85714285714286,386
483,86.88,20,12,1,3,386.0,242.0,183.71428571428572,171.35714285714286,112
485,31.67,15,12,1,3,112.0,119.0,202.28571428571428,186.0,249
310,72.2,20,12,1,3,249.0,129.0,216.14285714285714,182.5,226
413,27.5,0,13,1,4,226.0,81.0,218.14285714285714,184.64285714285714,95
291,55.23,15,13,1,4,95.0,360.0,200.42857142857142,200.71428571428572,236
338,19.17,10,13,1,4,236.0,99.0,233.42857142857142,208.71428571428572,330
474,77.84,10,13,1,4,330.0,386.0,204.28571428571428,203.28571428571428,182
291,18.68,5,13,1,4,182.0,112.0,229.57142857142858,206.64285714285714,289
165,24.47,15,14,1,5,289.0,249.0,207.71428571428572,205.0,96
394,47.73,15,14,1,5,96.0,226.0,183.71428571428572,199.92857142857142,58
194,14.55,20,14,1,5,58.0,95.0,191.71428571428572,204.92857142857142,151
96,22.33,20,14,1,5,151.0,236.0,158.28571428571428,179.35714285714286,2
398,49.31,15,14,1,5,2.0,330.0,113.71428571428571,173.57142857142858,18
322,87.79,10,15,1,6,18.0,182.0,100.28571428571429,152.28571428571428,88
465,66.67,0,15,1,6,88.0,289.0,72.85714285714286,151.21428571428572,97
415,85.94,15,15,1,6,97.0,96.0,109.0,158.35714285714286,349
335,17.45,0,15,1,6,349.0,58.0,133.42857142857142,158.57142857142858,229
58,29.95,20,15,1,6,229.0,151.0,118.14285714285714,154.92857142857142,44
177,49.04,10,16,1,0,44.0,2.0,130.42857142857142,144.35714285714286,88
323,58.75,10,16,1,0,88.0,18.0,147.71428571428572,130.71428571428572,139
234,63.43,15,16,1,0,139.0,88.0,160.42857142857142,130.35714285714286,177
62,47.93,5,16,1,0,177.0,97.0,155.28571428571428,114.07142857142857,61
384,13.53,5,16,1,0,61.0,349.0,131.0,120.0,179
227,19.85,10,17,1,1,179.0,229.0,100.42857142857143,116.92857142857143,15
316,46.12,0,17,1,1,15.0,44.0,134.42857142857142,126.28571428571429,282
88,82.36,10,17,1,1,282.0,88.0,129.42857142857142,129.92857142857142,53
494,67.53,10,17,1,1,53.0,139.0,134.14285714285714,140.92857142857142,172
175,12.87,20,17,1,1,172.0,177.0,133.71428571428572,147.07142857142858,174
387,72.87,20,18,1,2,174.0,61.0,171.85714285714286,163.57142857142858,328
207,66.83,5,18,1,2,328.0,179.0,159.14285714285714,145.07142857142858,90
61,79.06,20,18,1,2,90.0,15.0,161.71428571428572,131.07142857142858,33
240,50.41,0,18,1,2,33.0,282.0,145.85714285714286,140.14285714285714,171
283,98.16,15,18,1,2,171.0,53.0,163.71428571428572,146.57142857142858,178
447,92.88,15,19,1,3,178.0,172.0,163.71428571428572,148.92857142857142,172
80,65.48,15,19,1,3,172.0,174.0,140.28571428571428,137.0,10
477,72.96,5,19,1,3,10.0,328.0,94.0,132.92857142857142,4
407,11.37,0,19,1,3,4.0,90.0,116.42857142857143,137.78571428571428,247
200,66.49,10,19,1,3,247.0,33.0,112.57142857142857,137.14285714285714,6
381,99.34,15,20,1,4,6.0,171.0,133.57142857142858,139.71428571428572,318
101,75.34,5,20,1,4,318.0,178.0,113.71428571428571,138.71428571428572,39
372,26.83,20,20,1,4,39.0,172.0,92.71428571428571,128.21428571428572,25
133,86.9,5,20,1,4,25.0,10.0,109.71428571428571,125.0,129
63,47.13,5,20,1,4,129.0,4.0,114.14285714285714,104.07142857142857,35
434,87.91,20,21,1,5,35.0,247.0,112.57142857142857,114.5,236
139,29.86,20,21,1,5,236.0,6.0,119.71428571428571,116.14285714285714,56
243,70.17,10,21,1,5,56.0,318.0,90.0,111.78571428571429,110
151,55.41,15,21,1,5,110.0,39.0,92.42857142857143,103.07142857142857,56
382,36.93,5,21,1,5,56.0,25.0,106.28571428571429,99.5,122
117,13.45,15,22,1,6,122.0,129.0,88.57142857142857,99.14285714285714,5
330,54.61,20,22,1,6,5.0,35.0,108.42857142857143,111.28571428571429,174
139,66.46,15,22,1,6,174.0,236.0,85.0,98.78571428571429,72
127,38.17,0,22,1,6,72.0,56.0,94.85714285714286,107.28571428571429,125
357,49.14,20,22,1,6,125.0,110.0,81.42857142857143,85.71428571428571,16
391,95.72,10,23,1,0,16.0,56.0,78.42857142857143,85.42857142857143,35
384,52.53,0,23,1,0,35.0,122.0,70.42857142857143,88.35714285714286,66
296,57.01,5,23,1,0,66.0,5.0,91.14285714285714,89.85714285714286,150
411,59.16,5,23,1,0,150.0,174.0,112.42857142857143,110.42857142857143,323
422,89.42,0,23,1,0,323.0,72.0,113.0,99.0,76
176,47.32,0,24,1,1,76.0,125.0,104.42857142857143,99.64285714285714,65
374,29.3,20,24,1,1,65.0,16.0,149.71428571428572,115.57142857142857,333
218,42.76,0,24,1,1,333.0,35.0,153.14285714285714,115.78571428571429,59
264,55.55,15,24,1,1,59.0,66.0,147.42857142857142,108.92857142857143,26
445,51.94,10,24,1,1,26.0,150.0,134.42857142857142,112.78571428571429,59
422,49.05,0,25,1,2,59.0,323.0,121.57142857142857,117.0,233
189,65.03,10,25,1,2,233.0,76.0,133.71428571428572,123.35714285714286,161
302,17.72,15,25,1,2,161.0,65.0,130.14285714285714,117.28571428571429,40
149,99.24,10,25,1,2,40.0,333.0,91.42857142857143,120.57142857142857,62
183,80.37,20,25,1,2,62.0,59.0,108.14285714285714,130.64285714285714,176
237,69.46,0,26,1,3,176.0,26.0,114.42857142857143,130.92857142857142,70
89,92.04,5,26,1,3,70.0,59.0,114.85714285714286,124.64285714285714,62
388,58.71,5,26,1,3,62.0,233.0,97.0,109.28571428571429,108
346,84.11,5,26,1,3,108.0,161.0,121.71428571428571,127.71428571428571,334
478,31.68,5,26,1,3,334.0,40.0,146.42857142857142,138.28571428571428,213
332,78.07,15,27,1,4,213.0,62.0,160.57142857142858,126.0,161
212,30.66,0,27,1,4,161.0,176.0,142.42857142857142,125.28571428571429,49
88,30.02,20,27,1,4,49.0,70.0,135.28571428571428,124.85714285714286,20
289,28.66,5,27,1,4,20.0,62.0,136.28571428571428,125.57142857142857,69
431,10.77,20,27,1,4,69.0,108.0,178.57142857142858,137.78571428571428,404
408,33.0,15,28,1,5,404.0,334.0,151.71428571428572,136.71428571428572,146
481,48.51,20,28,1,5,146.0,213.0,170.42857142857142,158.42857142857142,344
171,68.25,0,28,1,5,344.0,161.0,159.42857142857142,160.0,84
252,47.42,10,28,1,5,84.0,49.0,176.28571428571428,159.35714285714286,167
471,11.2,5,28,1,5,167.0,20.0,194.71428571428572,165.0,149
101,43.32,20,29,1,6,149.0,69.0,189.14285714285714,162.71428571428572,30
493,66.37,10,29,1,6,30.0,404.0,142.42857142857142,160.5,77
62,96.45,0,29,1,6,77.0,146.0,123.14285714285714,137.42857142857142,11
453,68.47,0,29,1,6,11.0,344.0,79.71428571428571,125.07142857142857,40
437,50.05,5,29,1,6,40.0,84.0,122.57142857142857,141.0,384
243,99.11,5,30,1,0,384.0,167.0,118.14285714285714,147.21428571428572,136
227,60.22,15,30,1,0,136.0,149.0,107.42857142857143,151.07142857142858,74
84,43.68,20,30,1,0,74.0,30.0,107.14285714285714,148.14285714285714,28
414,50.84,0,30,1,0,28.0,77.0,105.85714285714286,124.14285714285714,68
208,67.86,5,30,1,0,68.0,11.0,112.42857142857143,117.78571428571429,57
157,40.05,0,31,1,1,57.0,40.0,116.71428571428571,98.21428571428571,70
226,70.78,10,31,1,1,70.0,384.0,63.42857142857143,93.0,11
220,74.3,20,31,1,1,11.0,136.0,73.57142857142857,95.85714285714286,207
397,34.74,5,31,1,1,207.0,74.0,93.85714285714286,100.64285714285714,216
112,70.0,10,31,1,1,216.0,28.0,102.28571428571429,104.71428571428571,87
368,67.18,15,1,2,2,87.0,68.0,114.42857142857143,110.14285714285714,153
334,35.7,5,1,2,2,153.0,57.0,131.14285714285714,121.78571428571429,174
140,91.31,0,1,2,2,174.0,70.0,127.71428571428571,122.21428571428571,46
233,53.28,20,1,2,2,46.0,11.0,140.0,101.71428571428571,97
108,79.48,10,1,2,2,97.0,207.0,111.28571428571429,92.42857142857143,6
330,50.97,20,2,2,3,6.0,216.0,102.0,97.92857142857143,151
100,35.54,10,2,2,3,151.0,87.0,95.28571428571429,98.78571428571429,40
420,62.76,10,2,2,3,40.0,153.0,108.42857142857143,111.42857142857143,245
426,85.61,10,2,2,3,245.0,174.0,141.71428571428572,136.42857142857142,407
406,94.32,5,2,2,3,407.0,46.0,161.14285714285714,144.42857142857142,182
99,31.7,5,3,2,4,182.0,97.0,155.57142857142858,147.78571428571428,58
481,34.51,5,3,2,4,58.0,6.0,220.42857142857142,165.85714285714286,460
352,31.51,20,3,2,4,460.0,151.0,221.57142857142858,161.78571428571428,159
247,55.17,0,3,2,4,159.0,40.0,218.57142857142858,156.92857142857142,19
430,13.24,20,3,2,4,19.0,245.0,215.28571428571428,161.85714285714286,222
349,19.63,15,4,2,5,222.0,407.0,172.42857142857142,157.07142857142858,107
495,35.0,20,4,2,5,107.0,182.0,152.42857142857142,156.78571428571428,42
229,55.87,20,4,2,5,42.0,58.0,144.57142857142858,150.07142857142858,3
336,67.1,5,4,2,5,3.0,460.0,126.71428571428571,173.57142857142858,335
70,59.07,0,4,2,5,335.0,159.0,108.42857142857143,165.0,31
478,76.42,5,5,2,6,31.0,19.0,134.57142857142858,176.57142857142858,202
317,95.2,0,5,2,6,202.0,222.0,110.28571428571429,162.78571428571428,52
446,84.12,0,5,2,6,52.0,107.0,111.42857142857143,141.92857142857142,115
268,81.63,0,5,2,6,115.0,42.0,139.28571428571428,145.85714285714286,237
181,31.68,15,5,2,6,237.0,3.0,159.0,151.78571428571428,141
410,74.31,0,6,2,0,141.0,335.0,138.0,132.35714285714286,188
307,34.58,5,6,2,0,188.0,31.0,170.57142857142858,139.5,259
453,39.52,0,6,2,0,259.0,202.0,162.28571428571428,148.42857142857142,144
411,57.28,5,6,2,0,144.0,52.0,178.0,144.14285714285714,162
493,34.87,20,6,2,0,162.0,115.0,200.42857142857142,155.92857142857142,272
285,88.38,15,7,2,1,272.0,237.0,206.0,172.64285714285714,276
403,60.17,10,7,2,1,276.0,141.0,214.57142857142858,186.78571428571428,201
228,85.06,15,7,2,1,201.0,188.0,196.14285714285714,167.07142857142858,59
407,71.22,5,7,2,1,59.0,259.0,209.57142857142858,190.07142857142858,353
302,28.78,20,7,2,1,353.0,144.0,227.85714285714286,195.07142857142858,272
241,79.93,0,8,2,2,272.0,162.0,238.57142857142858,208.28571428571428,237
478,11.67,15,8,2,2,237.0,272.0,236.0,218.21428571428572,254
231,44.17,5,8,2,2,254.0,276.0,222.42857142857142,214.21428571428572,181
324,21.8,20,8,2,2,181.0,201.0,197.57142857142858,206.07142857142858,27
379,24.17,5,8,2,2,27.0,59.0,215.71428571428572,205.92857142857142,186
194,57.78,10,9,2,3,186.0,353.0,179.71428571428572,194.64285714285714,101
206,14.94,10,9,2,3,101.0,272.0,153.85714285714286,190.85714285714286,91
92,59.98,15,9,2,3,91.0,237.0,123.71428571428571,181.14285714285714,26
402,67.5,20,9,2,3,26.0,254.0,104.28571428571429,170.14285714285714,118
430,99.45,20,9,2,3,118.0,181.0,125.57142857142857,174.0,330
121,59.86,15,10,2,4,330.0,27.0,125.85714285714286,161.71428571428572,29
427,51.75,5,10,2,4,29.0,186.0,100.85714285714286,158.28571428571428,11
373,63.72,0,10,2,4,11.0,101.0,125.42857142857143,152.57142857142858,273
493,83.78,20,10,2,4,273.0,91.0,145.14285714285714,149.5,229
86,82.74,15,10,2,4,229.0,26.0,146.0,134.85714285714286,32
358,31.86,10,11,2,5,32.0,118.0,137.28571428571428,120.78571428571429,57
164,40.18,10,11,2,5,57.0,330.0,100.14285714285714,112.85714285714286,70
378,85.5,10,11,2,5,70.0,29.0,127.0,126.42857142857143,217
490,70.53,15,11,2,5,217.0,11.0,131.28571428571428,116.07142857142857,41
138,77.85,15,11,2,5,41.0,273.0,105.85714285714286,115.64285714285714,95
320,70.74,5,12,2,6,95.0,229.0,116.14285714285714,130.64285714285714,301
184,79.66,10,12,2,6,301.0,32.0,133.0,139.5,150
163,39.4,0,12,2,6,150.0,57.0,142.28571428571428,139.78571428571428,122
291,89.93,5,12,2,6,122.0,70.0,133.71428571428572,116.92857142857143,10
108,36.19,15,12,2,6,10.0,217.0,116.85714285714286,121.92857142857143,99
437,61.58,5,13,2,0,99.0,41.0,132.0,131.64285714285714,147
198,16.12,15,13,2,0,147.0,95.0,134.42857142857142,120.14285714285714,112
222,94.64,10,13,2,0,112.0,301.0,104.71428571428571,110.42857142857143,93
214,32.11,0,13,2,0,93.0,150.0,100.42857142857143,116.71428571428571,120
240,56.48,0,13,2,0,120.0,122.0,86.57142857142857,114.42857142857143,25
347,62.49,10,14,2,1,25.0,10.0,109.28571428571429,121.5,169
345,17.88,5,14,2,1,169.0,99.0,141.57142857142858,129.21428571428572,325
411,90.97,20,14,2,1,325.0,147.0,137.0,134.5,115
461,59.88,20,14,2,1,115.0,112.0,137.14285714285714,135.78571428571428,113
462,39.31,0,14,2,1,113.0,93.0,166.57142857142858,135.64285714285714,299
364,79.48,10,15,2,2,299.0,120.0,167.0,133.71428571428572,123
417,75.24,5,15,2,2,123.0,25.0,174.28571428571428,130.42857142857142,76
300,44.38,5,15,2,2,76.0,169.0,156.57142857142858,132.92857142857142,45
80,80.88,0,15,2,2,45.0,325.0,116.28571428571429,128.92857142857142,43
167,33.32,0,15,2,2,43.0,115.0,113.28571428571429,125.14285714285714,94
272,36.41,20,16,2,3,94.0,113.0,100.85714285714286,119.0,26
143,83.96,20,16,2,3,26.0,299.0,58.857142857142854,112.71428571428571,5
54,53.77,10,16,2,3,5.0,123.0,43.57142857142857,105.28571428571429,16
383,93.49,5,16,2,3,16.0,76.0,36.0,105.14285714285714,23
466,49.21,0,16,2,3,23.0,45.0,35.0,95.78571428571429,38
297,51.82,0,17,2,4,38.0,43.0,41.42857142857143,78.85714285714286,88
281,14.44,0,17,2,4,88.0,94.0,57.42857142857143,85.35714285714286,206
178,93.05,10,17,2,4,206.0,26.0,67.71428571428571,84.28571428571429,98
297,21.07,5,17,2,4,98.0,5.0,97.85714285714286,78.35714285714286,216
247,32.23,15,17,2,4,216.0,16.0,99.28571428571429,71.42857142857143,26
425,14.45,15,18,2,5,26.0,23.0,111.57142857142857,73.78571428571429,109
354,42.95,10,18,2,5,109.0,38.0,137.14285714285714,86.07142857142857,217
53,10.28,20,18,2,5,217.0,88.0,130.57142857142858,86.0,42
253,64.94,20,18,2,5,42.0,206.0,101.42857142857143,79.42857142857143,2
231,10.41,20,18,2,5,2.0,98.0,92.14285714285714,79.92857142857143,33
329,99.46,5,19,2,6,33.0,216.0,76.0,86.92857142857143,103
458,11.72,20,19,2,6,103.0,26.0,103.0,101.14285714285714,215
438,37.41,5,19,2,6,215.0,109.0,95.71428571428571,103.64285714285714,58
130,21.27,10,19,2,6,58.0,217.0,73.71428571428571,105.42857142857143,63
417,80.26,20,19,2,6,63.0,42.0,116.28571428571429,123.42857142857143,340
437,59.15,10,20,2,0,340.0,2.0,141.28571428571428,121.35714285714286,177
477,27.95,15,20,2,0,177.0,33.0,191.42857142857142,141.78571428571428,384
159,93.29,5,20,2,0,384.0,103.0,198.0,137.0,149
59,24.6,0,20,2,0,149.0,215.0,170.71428571428572,136.85714285714286,24
214,72.45,5,20,2,0,24.0,58.0,162.71428571428572,129.21428571428572,2
211,30.52,5,21,2,1,2.0,63.0,155.14285714285714,114.42857142857143,10
461,60.22,0,21,2,1,10.0,340.0,136.57142857142858,126.42857142857143,210
488,99.9,20,21,2,1,210.0,177.0,113.57142857142857,127.42857142857143,16
183,48.44,10,21,2,1,16.0,384.0,72.0,131.71428571428572,93
213,63.94,10,21,2,1,93.0,149.0,59.714285714285715,128.85714285714286,63
71,77.4,5,22,2,2,63.0,24.0,65.28571428571429,118.0,63
494,63.73,0,22,2,2,63.0,2.0,83.57142857142857,123.14285714285714,130
250,62.23,15,22,2,2,130.0,10.0,92.42857142857143,123.78571428571429,72
138,68.03,20,22,2,2,72.0,210.0,79.0,107.78571428571429,116
314,47.17,0,22,2,2,116.0,16.0,83.57142857142857,98.57142857142857,48
190,78.02,20,23,2,3,48.0,93.0,95.14285714285714,83.57142857142857,174
324,19.78,15,23,2,3,174.0,63.0,129.28571428571428,94.5,302
399,37.13,5,23,2,3,302.0,63.0,134.71428571428572,100.0,101
343,17.64,10,23,2,3,101.0,130.0,147.42857142857142,115.5,219
410,51.06,5,23,2,3,219.0,72.0,190.85714285714286,141.64285714285714,376
339,29.13,10,24,2,4,376.0,116.0,216.85714285714286,147.92857142857142,298
304,46.6,0,24,2,4,298.0,48.0,245.71428571428572,164.64285714285714,250
380,79.68,20,24,2,4,250.0,174.0,243.71428571428572,169.42857142857142,160
199,93.78,0,24,2,4,160.0,302.0,217.85714285714286,173.57142857142858,121
233,61.47,0,24,2,4,121.0,101.0,228.71428571428572,181.71428571428572,177
343,36.51,5,25,2,5,177.0,219.0,211.71428571428572,179.57142857142858,100
246,12.11,5,25,2,5,100.0,376.0,159.85714285714286,175.35714285714286,13
448,88.0,20,25,2,5,13.0,298.0,178.71428571428572,197.78571428571428,430
107,48.39,15,25,2,5,430.0,250.0,152.85714285714286,199.28571428571428,69
82,46.49,5,25,2,5,69.0,160.0,132.71428571428572,188.21428571428572,19
277,23.86,0,26,2,6,19.0,121.0,147.71428571428572,182.78571428571428,226
284,65.57,20,26,2,6,226.0,177.0,141.71428571428572,185.21428571428572,135
124,44.08,20,26,2,6,135.0,100.0,131.85714285714286,171.78571428571428,31
320,95.25,15,26,2,6,31.0,13.0,146.14285714285714,153.0,113
58,28.98,10,26,2,6,113.0,430.0,86.85714285714286,132.78571428571428,15
164,71.65,15,27,2,0,15.0,69.0,88.28571428571429,120.57142857142857,79
98,19.8,10,27,2,0,79.0,19.0,90.28571428571429,111.5,33
299,31.12,20,27,2,0,33.0,226.0,75.14285714285714,111.42857142857143,120
474,22.14,20,27,2,0,120.0,135.0,88.42857142857143,115.07142857142857,228
441,83.83,0,27,2,0,228.0,31.0,125.42857142857143,128.64285714285714,290
463,94.75,20,28,2,1,290.0,113.0,156.28571428571428,151.21428571428572,329
339,60.78,15,28,2,1,329.0,15.0,163.71428571428572,125.28571428571429,67
402,55.66,10,28,2,1,67.0,79.0,178.57142857142858,133.42857142857142,183
364,65.83,0,28,2,1,183.0,33.0,219.0,154.64285714285714,316
189,54.17,10,28,2,1,316.0,120.0,225.85714285714286,150.5,168
485,96.43,0,1,3,2,168.0,228.0,195.71428571428572,142.07142857142858,17
96,28.21,15,1,3,2,17.0,290.0,164.28571428571428,144.85714285714286,70
439,82.08,5,1,3,2,70.0,329.0,134.0,145.14285714285714,117
213,89.54,15,1,3,2,117.0,67.0,130.0,146.85714285714286,39
402,64.77,10,1,3,2,39.0,183.0,106.85714285714286,142.71428571428572,21
300,48.19,0,2,3,3,21.0,316.0,88.57142857142857,153.78571428571428,188
341,34.86,0,2,3,3,188.0,168.0,106.28571428571429,166.07142857142858,292
290,24.41,0,2,3,3,292.0,17.0,112.71428571428571,154.21428571428572,62
438,33.82,10,2,3,3,62.0,70.0,146.57142857142858,155.42857142857142,307
296,64.31,0,2,3,3,307.0,117.0,162.14285714285714,148.07142857142858,226
205,35.16,20,3,3,4,226.0,39.0,175.0,152.5,129
398,78.79,15,3,3,4,129.0,21.0,223.28571428571428,165.07142857142858,359
374,21.75,20,3,3,4,359.0,188.0,235.57142857142858,162.07142857142858,274
429,66.62,5,3,3,4,274.0,292.0,209.71428571428572,158.0,111
120,87.67,10,3,3,4,111.0,62.0,201.28571428571428,157.0,3
361,64.72,0,4,3,5,3.0,307.0,203.71428571428572,175.14285714285714,324
292,19.81,0,4,3,5,324.0,226.0,187.28571428571428,174.71428571428572,111
73,80.02,5,4,3,5,111.0,129.0,178.42857142857142,176.71428571428572,67
436,69.9,0,4,3,5,67.0,359.0,165.57142857142858,194.42857142857142,269
162,73.0,15,4,3,5,269.0,274.0,132.0,183.78571428571428,39
424,64.5,20,5,3,6,39.0,111.0,171.42857142857142,190.57142857142858,387
494,38.16,20,5,3,6,387.0,3.0,240.28571428571428,220.78571428571428,485
258,94.9,15,5,3,6,485.0,324.0,194.71428571428572,199.21428571428572,5
456,91.18,10,5,3,6,5.0,111.0,211.57142857142858,199.42857142857142,229
174,95.03,15,5,3,6,229.0,67.0,202.42857142857142,190.42857142857142,3
341,95.78,0,6,3,0,3.0,269.0,179.57142857142858,172.57142857142858,109
374,55.05,5,6,3,0,109.0,39.0,220.85714285714286,176.42857142857142,328
123,33.23,15,6,3,0,328.0,387.0,168.14285714285714,169.78571428571428,18
53,83.03,15,6,3,0,18.0,485.0,102.14285714285714,171.21428571428572,23
76,40.88,0,6,3,0,23.0,5.0,104.14285714285714,149.42857142857142,19
494,50.12,15,7,3,1,19.0,229.0,95.14285714285714,153.35714285714286,166
74,78.72,15,7,3,1,166.0,3.0,94.85714285714286,148.64285714285714,1
448,94.04,20,7,3,1,1.0,109.0,100.14285714285714,139.85714285714286,146
170,33.12,10,7,3,1,146.0,328.0,68.42857142857143,144.64285714285714,106
284,41.23,10,7,3,1,106.0,18.0,102.14285714285714,135.14285714285714,254
213,78.68,15,8,3,2,254.0,23.0,113.85714285714286,108.0,105
229,84.69,0,8,3,2,105.0,19.0,136.28571428571428,120.21428571428571,176
187,50.54,0,8,3,2,176.0,166.0,137.0,116.07142857142857,171
94,42.53,15,8,3,2,171.0,1.0,143.14285714285714,119.0,44
323,14.94,15,8,3,2,44.0,146.0,126.28571428571429,113.21428571428571,28
369,96.85,20,9,3,3,28.0,106.0,160.42857142857142,114.42857142857143,345
411,20.15,15,9,3,3,345.0,254.0,161.14285714285714,131.64285714285714,259
238,64.58,20,9,3,3,259.0,105.0,151.42857142857142,132.64285714285714,37
357,83.09,10,9,3,3,37.0,176.0,175.71428571428572,156.0,346
357,45.12,20,9,3,3,346.0,171.0,166.0,151.5,103
277,76.67,10,10,3,4,103.0,44.0,172.42857142857142,157.78571428571428,89
246,96.89,0,10,3,4,89.0,28.0,168.71428571428572,147.5,2
